TURN_ID,MANUAL PARAPHRASE,RAW PARAPHRASE
119_9,What is the best way to protect my dog from Covid?,What is the best way to protect my dog?
119_9,How do you prevent your dog from being infected with Covid?,How do you prevent your dog from getting it?
119_9,What are some ways of protecting a dog from the coronavirus?,What are some ways of protecting a dog?
119_9,How do I keep the coronavirus from affecting my dog?,How do I keep it from affecting my dog?
119_9,How do I stop my dog from getting Covid?,How do I stop my dog from getting it?
120_1,What is the argument behind Michael Jackson altering his appearance?,What is the argument behind Michael Jackson altering his appearance?
120_1,Why did Michael Jackson do so many surgeries when he decided to change his appearance?,Why did Michael Jackson do so many surgeries when he decided to change his appearance?
120_1,Why did Michael Jackson change his looks?,Why did Michael Jackson change his looks?
120_1,Why did Michael Jackson change his appearance so drastically?,Why did Michael Jackson change his appearance so drastically?
120_1,Why did Michael Jackson undergo so many plastic surgeries?,Why did Michael Jackson undergo so many plastic surgeries?
120_1,Why did Micheal Jackson change his looks?,Why did Micheal Jackson change his looks?
120_1,What is the exact reason behind Micheal Jackson's appearance?,What is the exact reason behind Micheal Jackson's appearance?
120_2,What were Michael Jackson's other skin issues about?,What was it about?
120_2,"Besides that, what was Michael Jackson's relationship with his skin like?","besides that, what was it like?"
120_2,What was Michael Jackson's other skin concern?,What was the other concerns?
120_2,What else was Michael Jackson's skin worried about?,What else was his worries about?
120_2,What other skin conditions did Michael Jackson have?,What others did he have?
120_2,What did Michael Jackson's other skin problems look like?,What did his other problems look like?
120_2,What were the other issues in Michael Jackson's skin about?,What was his other issues about?
120_3,How did a plant-based diet help Michael Jackson's skin's appearance?,How does this diet help?
120_3,Did eating vegetarian food help clear Jackson's acne?,Does eating these food help clear it up?
120_3,Did Michael Jackson's plant-based food regimen improve his acne?,Did the food regimen improve it?
120_3,Did eating a vegetarian diet help reduce Michael Jackson's acne?,Did that diet help reduce the condition?
120_3,Did his vegetarian diet reduce the appearance of his acne?,Does his food reduce their appearance?
120_3,Does a plant-based diet help fight acne? Did it help Michael Jackson?,Does this diet help fight it? Did it help him?
120_3,Did Michael Jackson's vegetarian food affect his acne?,Did his food affect acne?
120_4,Ok. What exactly happened in the Pepsi ad where Michael Jackson burned his skin?,Ok. What exactly happened in the Pepsi ad?
120_4,Let's move on. Is there a Pepsi ad where Michael Jackson burns his skin?,Let's move on. Is there a Pepsi ad where something happened to him?
120_4,Never mind that. What happened to Michael Jackson in that Pepsi ad where he burned his face?,Never mind that. What happened to him in that Pepsi ad?
120_4,"Ok, forget about that. What are the details of the Pepsi commercial where Michael Jackson burned his skin?","Ok, forget about that. What are the details of the Pepsi commercial?"
120_4,"Regardless of that, how did Michael Jackson get his skin burned in a Pepsi commercial?","Regardless of that, how did get hurt in a Pepsi commercial?"
120_4,"Ok, what about this: How did Michael Jackson burn his skin filming a Pepsi advertisement?","Ok, what about how he was injured filming a Pepsi advertisement?"
120_4,Never mind that. I want to know more about the Pepsi ad where Michael Jackson burned his own skin.,Never mind that. I want to know more about the Pepsi ad.
120_4,"Ok, but what happened in the ad for Pepsi that Michael Jackson was involved in and in which he burned his skin?","Ok, but what happened in the ad for Pepsi that he was involved in?"
120_5,Why was Michael Jackson so dependent on medicine that he died?,Why is that?
120_5,How did Jackson's sickness make him dependent on medicine and lead to his death?,How did that happen?
120_5,How did Michael Jackson lose his life due to his medicine addiction problem?,How did that end up happening?
120_5,How did Michael Jackson die because of his medicine abuse?,How did that end up like that?
120_5,Why was Michael Jackson so dependent on medicine? How did it contribute to his death?,Why was that the case?
120_5,Did Michael Jackson's dependency on prescription drugs kill him?,Did that end up killing him?
120_5,Can you tell me how Micheal Jackson's prescription drug dependence killed him?,Can you tell me how that was.
120_5,How did Michael Jackson's addiction to medicine cause his death?,How did that cause his end?
120_5,How did Michael Jackson die by taking too much medication?,How did he die due to that?
120_5,How did Michael Jackson's medication addiction lead to his death?,How did that lead to his death?
120_6,How was Michael Jackson's skin disorder significant to his music career?,How was it significant to his music career?
120_6,How did Michael Jackson's skin disorder impact his career?,What was its impact on his career?
120_6,What effects did Michael Jackson's skin disorder have on his music and his legacy?,What effects did it have on his music and his legacy?
120_6,How has Michael Jackson's history of skin diseases influenced his legacy?,How has it influenced his legacy?
120_6,Was Michael Jackson's skin condition a big influence on his art and music?,Was it a big influence to is art and music?
120_6,Did Michael Jackson's skin condition affect his music?,Did it affect his music?
120_6,How did Michael Jackson's skin disorder affect his career?,How did it affect his career?
121_1,How was the world coffee shortage caused a few years back?,How was the world coffee shortage caused a few years back?
121_1,What is the global coffee shortage that happened a while back?,What is the global coffee shortage that happened a while back?
121_1,What caused the coffee shortage in the world a few years back?,What caused the coffee shortage in the world a few years back?
121_1,Why did we have a global coffee shortage some time ago?,Why did we have a global coffee shortage some time ago?
121_1,Do you remember the global coffee shortage last few years? Why was that?,Do you remember the global coffee shortage last few years? Why was that?
121_1,There was a coffee shortage a while back. What happened?,There was a coffee shortage a while back. What happened?
121_2,What caused the widespread drought in Brazil's coffee farming region?,What caused the widespread drought?
121_2,How did the extreme dry weather affect the coffee crop in Brazil?,What's reason behind the extreme dry weather?
121_2,Why were coffee farms in Brazil affected by the drought?,Why did they get affected by the drought?
121_2,What is the reason behind the drought in Brazil's coffee farming region?,What is the reason behind the drought?
121_2,Did Brazil's climate suffer a drought? Did that affect their coffee crop?,Had they suffered a drought? Did that affect them?
121_2,Why did Brazil's coffee crop get hit by a dry spell?,Why did they get hit by a dry spell?
121_2,What happened to the coffee belt in Brazil? Was there a drought?,What happened there? Was there a drought?
121_2,What caused the dry spell in Brazil's coffee belt?,What caused the dry spell?
121_2,Why was there water scarcity in the Brazilian coffee belt?,Why was there water scarcity in the region?
121_2,What was the reason behind the drought in the coffee region in Brazil?,What was the reason behind the drought in the area?
121_3,Was the failure of coffee production due to the widespread drought in other Latin American Regions?,Was the failure of coffee production widespread into other Latin American Regions?
121_3,How widespread was the drought? Did other Latin American countries suffer?,How wide was the spread? Did other Latin American countries suffer?
121_3,Were the Latin American coffee plantations also going through issues due to the drought?,Were the Latin American coffee plantations also going through issues?
121_3,How did the extremely dry weather affect coffee crops across Latin America?,How did it affect coffee crop across Latin America?
121_3,Did the drought cause coffee production issues in other Latin American countries?,Did it cause coffee production issues in other Latin American countries?
121_3,Other countries in Latin America had coffee problems. Was the disturbance because of the drought?,Other countries in Latin America had coffee problems. Was the disturbance prevalent across the region?
121_3,Is coffee production in Latin America also being affected by the drought?,Is coffee production in Latin America also being affected?
121_3,There were other Latin American countries that had coffee shortages. Was it because of the drought?,There were other Latin American countries that had coffee shortages. Was it because of that?
121_3,Was coffee production in Latin America also affected by the severe drought?,Was coffee production in Latin America also affected?
121_4,"If it wasn't the drought, then what are the origins of the coffee crop decrease in Latin America? How did the disruption spread?","If it wasn't that, then what are the origins? And how did the disruption spread?"
121_4,"If the drought isn't the cause, then what was the big reason for the coffee shortage in Latin America?","if that isn't the cause, then what was the big reason for the problem in the area?"
121_4,"If the drought was not the cause, then when and how did coffee rust begin? What are the reasons for the decrease in coffee production and the coffee rust spreading to other countries?",If it was not the cause. Then when and how did the issue begin? What are the reasons for it spreading to other countries?
121_4,The drought didn't cause production issues. What are the factors that led to the decline in coffee production in Latin America?,It didn't cause production issues. Then what are the factors that led to the decline in the region?
121_4,The Brazil drought and the low coffee production in Latin America are unconnected. What are the origins of coffee rust? How did it spread across the continent?,The two are unconnected. What are the origins of problem then? How did it spread across the continent?
121_4,Coffee production in Latin America seems unaffected by the Brazilian drought. How did the coffee rust spread?,Coffee production seems unaffected by it. How did the  issue spread?
121_4,The drought doesn't seem to be related. What are the reasons for and origins of the coffee rust?,It doesn't seem related. What are the reasons and origins for the widespread?
121_4,It looks like the drought isn't the cause of the coffee production problem. What are the causes of the coffee rust in the area?,looks like it isn't the cause of the problem. What causes of the spread in the area?
121_4,Doesn't sound like the Brazil drought and coffee shortage are connected. How did the coffee rust affect coffee production on the continent?,Doesn't sound like the two are connected. How did  was the production affected on the continent?
121_5,Latin America received some aid from the US. How did the US help with the fungus elimination?,They received some aid from the US. How did they help?
121_5,I heard the US came in to help Latin America. What did the American government do about the fungus?,I heard the US came in to help. What did the government do?
121_5,What was the US government's response to the deteriorating economic situation in Latin America? How did they get rid of the fungus?,What was the US government's response? How did they get rid of the problem?
121_5,OK. I heard the US government tried to do something to help alleviate the economic stress in Latin America. What did they do to manage the fungus?,OK. I heard the US government tried to do something to alleviate the stress in the region. What did they do to manage it? 
121_5,How has the US government helped Latin America's economic situation by managing the fungal growth?,How has the US government helped the situation?
121_5,What did the US government do to try to stop the fungus to better the economic situation of Latin American countries?,What did The US government do to try to stop to better the situation?
121_6,I was actually asking about the US government's solution to tackling the coffee rust issue in Latin America.,I was actually asking what was the solution to tackle the coffee rust issue in Latin America?
121_6,"I meant, how did the United States deal with the coffee rust problem in Latin America?",I meant how did they deal with the coffee rust problem in Latin America?
121_6,"Actually, I was asking what action was taken by the US government to prevent coffee rust in Latin America.","Actually, I was asking what was the action taken by their government to prevent coffee rust in Latin America?"
121_6,What? No. What did the United States do to solve the coffee rust problem?,What? No. What did they do to solve the coffee rust problem?
121_6,That's not what I meant. How did the US help with the coffee rust problem?,That's not what I meant. How did they help with the coffee rust problem?
121_6,"No, not that. Why did the United States care so much about the coffee rust issues in Latin America, and how did they solve it?","No, not that. How did they solve the coffee rust issues in Latin America?"
121_6,No. What did the United States do about the coffee rust problem in Latin America?,No. What did they do about the coffee rust problem in Latin America?
121_7,How did big coffee companies cope with the coffee rust epidemic in Latin America? Did they offer any help?,How did big coffee companies cope with the  problem? Did they offer any help?
121_7,Did big coffee companies take a lead role in solving the coffee rust epidemic in Latin America?,Did big coffee companies take a lead role in solving the epidemic?
121_7,What were big coffee companies doing to help with the coffee rust epidemic in Latin America?,What were big coffee companies doing to help?
121_7,How did these big coffee organizations manage to help control the coffee rust problem?,How did these big coffee organizations manage to help control the problem?
121_7,What have large coffee companies done to solve the coffee rust problem?,What have large coffee companies done to solve the problem?
121_7,How did big corporations help alleviate the coffee rust problem?,How did big corporations help alleviate the epidemic?
121_8,How did the coffee crisis in Latin America and Brazil impact global coffee consumption in the last few years?,How did they all impact global coffee consumption in the last few years?
121_8,What are the effects of coffee droughts in Brazil and the coffee rust disease in Latin America on global coffee consumption?,What are the effects of these problems on global coffee consumption?
121_8,Was global coffee consumption affected after the drought in Brazil and the coffee rust disease in Latin America?,Was coffee consumption around the world affected by these issues?
121_8,"Brazil had an extreme drought that affected the coffee crop, and coffee rust was widespread in Latin America. Did these two problems affect coffee consumption across the world?",Did these two problems affect coffee consumption across the world?
121_8,How did the drought in Brazil and the coffee rust issue impact global coffee consumption?,How did the mentioned issues impact global consumption of coffee?
121_8,What effects do the Brazilian coffee drought and coffee rust have on world coffee consumption?,What effects does all this have on world coffee consumption?
121_9,It looks like it's not elastic. Is investing in coffee possible?,Looks like it's not elastic. Is investing in it possible?
121_9,Does investing in coffee make sense? It seems that consumption is not too elastic.,Does investing in it make sense? It seems like consumption is not too elastic.
121_9,Coffee consumption appears to be inelastic. Is investing in coffee realistic?,Consumption appears to be inelastic. Is investing in it realistic?
121_9,Is investing in coffee good since coffee consumption seems not elastic?,Is investing in it good since its consumption seem not elastic?
121_9,That's fascinating—it looks like coffee consumption is inelastic. How is investing in coffee smart?,"That's fascinating, it looks like consumption is inelastic. How is investing in it smart?"
121_9,Coffee demand seems constant. Do you think investing in coffee is a sensible decision?,Demand seems constant. Do you think investing in it is a sensible decision?
121_9,The demand for coffee doesn't seem inconsistent. How beneficial is investing in coffee?,The demand doesn't seem inconsistent. How beneficial is investing in it?
121_9,Demand seems stable. What are some of the logical reasons to invest in coffee?,Demand seems stable. What are some of the logical reasons to invest in that?
121_9,"If coffee consumption is not very elastic, would investing in coffee make sense?","If consumption is not very elastic, would investing make sense?"
121_9,Coffee consumption is not very elastic. Is coffee investment a sensible decision?,Consumption is not very elastic. Is investment a sensible decision?
121_9,Global consumption appears to be stable. Why would investing in coffee be a good decision?,Global consumption appears to be stable. Why would investing be a good decision?
121_9,"Cool, consumption looks inelastic. Is it smart to invest in coffee?","Cool, consumption looks inelastic. Is it smart to invest?"
122_1,Does Bernie Sanders have any health issues?,Does Bernie Sanders have any health issues?
122_1,I heard Bernie Sanders was under the weather. What happened?,I heard Bernie Sanders was under the weather. What happened?
122_1,I heard Bernie was sick. Why did he become so ill?,I heard Bernie was sick. Why did he become so ill?
122_1,How did Bernie Sanders recently get sick?,How did Bernie Sanders recently get sick?
122_1,Why was Bernie Sanders not feeling well?,Why was Bernie Sanders not feeling well?
122_1,Why was Bernie Sanders sick?,Why was Bernie Sanders sick?
122_1,Why has Bernie Sanders been ill?,Why has Bernie Sanders been ill?
122_2,What did the medical experts do for Bernie Sanders's heart attack?,What did the medical experts do?
122_2,What did doctors do for Bernie Sanders for his heart attack?,What did doctors do for him?
122_2,How did the doctors treat Bernie Sanders after he had a heart attack?,How did the doctors treat him?
122_2,What did Bernie Sanders's doctors do when he had a heart attack?,What did his doctors do when that happened?
122_2,What were the treatment options for Bernie Sanders after he had a heart attack?,What were the treatment options for him?
122_2,Is it true Bernie Sanders had a heart attack? How did the physicians treat him?,Is it true he had a health scare? How did the physicians treat him?
122_2,Who treated Bernie Sanders after he had a heart attack? What did they do?,Who treated him after what happened? What did they do?
122_2,How did the doctors treat Bernie Sanders after he was diagnosed with an acute heart attack?,How did the doctors treat him after he was diagnosed with the issue?
122_2,What did Bernie Sanders's doctors do to treat his heart attack?,What did his doctors do to treat his health problem?
122_3,Did Bernie Sanders's illness affect his campaign?,Did his illness influence his campaign?
122_3,How did it affect the campaign Bernie Sanders started?,How did it affect the campaigns he started?
122_3,How did Bernie Sanders's heart attack impact the campaign?,How did his health impact the campaign?
122_3,How did Bernie Sanders's heart attack affect his campaign?,How did the attack upset his campaign?
122_3,How has a heart attack affected Bernie Sanders's election campaign?,How has the election campaign been affected?
122_3,How did Bernie Sanders's heart attack affect his campaign?,How did it impact his campaign?
122_3,How did Bernie Sanders's stroke affect his campaign?,How did the stroke change his campaign?
122_3,What did the heart attack mean for Bernie Sanders's presidential run?,What did it mean for his presidential run?
122_3,How did the sudden heart attack of Bernie Sanders impact his election?,How did the sudden attack disturb his election?
122_3,How did the recent heart attack impact Bernie Sanders's campaign?,How did the recent health problems impact his campaign?
122_3,Did Bernie Sanders's  heart attack influence his campaign?,Did it influence his campaign?
122_3,How would Bernie Sanders's sudden heart attack affect his presidential election?,How would the sudden attack affect his presidential election?
122_4,How did Bernie Sanders's recovery from a heart attack affect public confidence? Was he able to win it back?,How did his recovery affect public confidence? Was he able to win it back?
122_4,How did Bernie Sanders win back public confidence post heart attack recovery?,How did he win back public confidence post attack?
122_4,How did Bernie Sanders's recovery from a heart attack bring back voter confidence?,How did his recovery bring back voter confidence?
122_4,How did Bernie Sanders get people to believe that he wasn't ill after his heart attack to try to win the election?,How did he get people to believe that he wasn't ill to try to win the election?
122_4,How was voter confidence redeemed after Bernie Sanders's heart attack?,How was voter confidence redeemed after his attack?
122_4,What did Bernie Sanders do to gain public support and confidence after he suffered a heart attack?,What did he do to gain public support and confidence after he suffered that health scare?
122_4,How did Bernie Sanders recover confidence amongst voters after his heart attack?,How did he recover confidence amongst voters after that?
122_5,When did Bernie Sanders's medical records become public? What did they say?,When his medical records become public what did it say?
122_5,What does the medical letter released by Bernie Sanders's doctors show about the heart attack?,What does the letter released by his doctors show?
122_5,What did Bernie Sanders's health records say after his heart attack?,What did his records say after that?
122_5,What did the health records explain about Bernie Sanders when he had a heart attack?,What did the records explain about what happened?
122_5,What did Bernie Sanders's heart attack medical records reveal about his illness?,What did the records reveal?
122_5,What do Bernie Sanders's medical history records say after his heart attack?,What do his history records say after his health scare?
122_6,Why did Bernie Sanders refuse to release his health records after his stroke?,Why did he refuse to release those?
122_6,How did Bernie Sanders end up refusing to release his medical records?,How did he end up with that decision?
122_6,Did Bernie Sanders release documents about his medical history?,Did he release documents? Why did he decide that?
122_6,Why is Bernie Sanders not releasing his heart attack records and medical history?,Why is he not releasing any records?
122_6,Why did Bernie Sanders decide not to reveal his medical history after his heart attack?,Why did he decide not to do that?
122_6,Why doesn't Bernie Sanders want to share his medical history after having a heart attack?,Why doesn't he want to share those?
122_6,Tell me more about Bernie Sanders's choice to keep his medical records private after his heart attack. Why is that?,Tell me more about his choice. Why?
122_7,Are other presidential candidates in the Democratic party releasing their medical records?,Are other candidates divulging their records?
122_7,Have the other Democratic nominees released the details of their medical health records?,Has the other nominees released their records?
122_7,Are any other Democratic presidential candidates releasing their health records?,Are any other candidates revealing their records?
122_7,What about the other Democratic presidential candidates? Did they reveal their medical history records?,"What about the other candidates, did they reveal their history records?"
122_7,Are the other Democratic presidential candidates publicly releasing their health records?,Are the other candidates publicly releasing their records?
122_7,Do all Democratic presidential candidates post their health records?,Do all nominees post their records?
122_7,Did any Democratic presidential candidates disclose their medical records?,Did any other candidates disclose their records?
122_8,Should there be a limit on the age of presidential candidates in the United States?,Should there be a limit on the age of presidential candidates?
122_8,Do you think there should be an age limit for presidents of the US?,Do you think there should be an age limit for presidents?
122_8,Should the United States have an age limit for its presidents?,Should they have an age limit for their presidents?
122_8,Is there no age limit for a president of the United States?,Is there no age limit for a president?
122_8,Are there age limits on a US president?,Are there age limits on a President?
122_8,Should there be a maximum age limit for the president of the US?,Should there be a maximum age limit for presidency?
122_8,Should the United States have an age limit for the presidency?,Should we have an age limit for the Presidency?
122_8,Is it against the law to have an age limit for being president of the United States?,Is it against the law to have an age limit for being president?
122_8,Is it really necessary to have an age limit in America in order to become president of the US?,Is it really necessary to have an age limit in order to become president?
122_8,Should there be an age limit for a president in the US?,Should there be a age limit for a president?
122_8,Do you think age is a factor in the presidency of the USA? Should there be a limit?,Do you think age is a factor in the presidency? Should there be a limit?
123_1,I'm about to be a dad soon. I want to get in good shape. What is the best way to start?,I'm about to be a dad soon. I want to get in good shape. What is the best way to start?
123_1,I'm about to become a dad. How do I get in shape?,I'm about to become a dad. How do I get in shape?
123_1,What are some tips for getting fit before it gets too hard?,What are some tips for getting fit before it gets too hard?
123_1,What exercise should I do to get in shape before I get old?,What exercise should I do to get in shape before I get old?
123_1,I want to improve my fitness before my baby gets here. Can you give me some tips?,I want to improve my fitness before my baby gets here. Can you give me some tips?
123_1,I'm having a baby soon. How do I get fit before I get old?,I'm having a baby soon. How do I get fit before I get old?
123_1,How do I get fit before it gets too difficult?,How do I get fit before it gets too difficult?
123_1,I am going to be a dad soon. How can I get fit?,I am going to be a dad soon. How can I get fit?
123_1,"How can I get fit, as a dad, before it gets too hard?","How can I get fit, as a dad, before it gets too hard?"
123_2,How can I improve my workout performance with CrossFit?,How can I improve with CrossFit?
123_2,How can I get fit through CrossFit?,How can do that through CrossFit?
123_2,Is CrossFit a good idea to get in better shape?,Is CrossFit a good idea?
123_2,Why do I need to go to CrossFit to exercise and improve my health?,Why do I need to go to CrossFit?
123_2,How can I do CrossFit and become fit?,How can I do CrossFit?
123_2,Would CrossFit work for me to improve my fitness?,Does CrossFit work?
123_2,How do I get in shape with CrossFit?,How do I try CrossFit?
123_2,Can I get fit using CrossFit?,Can I get do that using CrossFit?
123_2,What does it take to get fit using CrossFit?,What does it using CrossFit?
123_2,How do I become fit with CrossFit?,How do I do that with CrossFit?
123_2,Why should I try CrossFit to get in shape?,Why should I try CrossFit?
123_3,That sounds difficult but useful. What are the differences and similarities between CrossFit and weightlifting to get fit?,That sounds difficult but useful. What are the differences and similarities between that and weightlifting?
123_3,That seems intensive but effective for me. How is CrossFit different from weightlifting for fitness?,That seems excessive but effective for me. How is it different from Weightlifting?
123_3,Maybe a bit extreme but still helpful. How does a CrossFit workout measure up against weightlifting to get in shape?,Maybe a bit extreme but still helpful. How does that measure up against to a weightlift?
123_3,It sounds intense but practical for what I'm looking for. How does CrossFit differ from regular weight training to get fit?,Sounds intense but practical for what I'm looking for. How does it differ from regular weight training?
123_3,"Wow, that's intense but effective. What is the difference between doing CrossFit and weightlifting to get in shape?","Wow, that's a intense but effective. What is the difference between it and Weightlifting?"
123_3,It sounds helpful but extreme at the same time. How does CrossFit train your body differently than weightlifting?,Sounds helpful but extreme at the same time. How does it train your body differently to weightlifting?
123_3,"That could help, even though it sounds intense. Is there a difference between lifting and doing CrossFit for fitness?","That could help, even though it sounds intense. Is there a difference between it and lifting?"
123_4,I prefer to be safe. What are the negative effects versus positive effects of CrossFit?,I prefer to be safe. What are the negatives versus the positives?
123_4,What are some positive aspects of CrossFit? Are they worth the risk?,What are some positive aspects? Are they worth the risk?
123_4,Are there any positives and negatives of CrossFit? I'd rather stay safe.,Are there any positives and negatives? I'd rather stay safe.
123_4,How do I make sure I'm safe during CrossFit? Do the positives exceed the negatives?,How do I make sure I'm safe? Do the positives exceed the negatives?
123_4,I worry about safety. Do the pros of CrossFit outweigh the cons?,I worry about safety. Do the pros outweigh the cons?
123_4,Is CrossFit safe? I want to know if the benefits are worth the risk.,Is it safe? I want to know if the benefits are worth the risk.
123_4,What are the pros and cons of CrossFit? I want to make sure it's worth the risks.,What are the pros and cons? I want to make sure its worth the risks.
123_4,What are the positives of CrossFit? Do they overshadow the negatives?,What are the positives? Do they overshadow the negatives?
123_5,I only have four weeks. Would cardio improve my fitness?,I only have four weeks. Would cardio do?
123_5,How much cardio would it take to get fit? I have a four-week window.,How much cardio would it take? I have a four week window.
123_5,What do I do if I've got four weeks to get fit? Is cardio best?,What do I do if I've got four weeks? Is cardio best?
123_5,I want to be done in four weeks. What are the best cardio exercises for fitness?,I want to be done in four week. What are the best cardio exercises?
123_5,I have a 4-week period. What would be the best cardio I can do to get in shape?,I have a four week period. What would be the best cardio I can do?
123_5,Should I do cardio in order to be done in four weeks?,Should I do cardio to get fit in four weeks?
123_5,What is the best cardio workout to achieve that in four weeks?,What is the best cardio for getting fit in four weeks?
123_6,How correlated is fitness with nutrition?,How correlated is it with nutrition?
123_6,What role does nutrition play in keeping fit?,What role does nutrition play?
123_6,How significant are the right eating habits for getting in shape?,How significant is the right eating habit?
123_6,How does the right diet help you get fit?,How does the right diet help?
123_6,What part does healthy eating play in staying fit?,What part does healthy eating play?
123_6,What role does diet play in fitness?,What role does diet play?
123_6,How does diet help you get fit?,How does diet help?
123_6,Is diet important when getting fit?,Is diet important?
123_7,What are some of the best meal schedules for a faster metabolism?,What are some of the best meal frequencies?
123_7,What are the best meal schedules that support your metabolism?,What are the best meal frequencies?
123_7,How often should I eat for a healthy metabolism?,How often should I eat?
123_7,What healthy meal schedules should I follow to better my metabolism?,What healthy meal frequencies should I follow?
123_7,How can I increase my metabolism by eating frequently?,How can I increase it by eating frequently?
123_7,What are some recommended meal schedules to improve my metabolism?,What are some recommended meal frequencies?
123_7,What meal schedules should I follow to boost my metabolism?,What meal frequencies should I eat?
123_8,What would be the difference between intermittent fasting and eating six meals a day?,What would be the difference between the two?
123_8,Should I go for intermittent fasting or a six-meal diet?,Which one should I go for?
123_8,Which would be better: intermittent fasting or eating six times a day?,Which would be better between the two options?
123_8,How is intermittent fasting better than eating six meals a day?,How is one better than the other?
123_8,How should I choose between intermittent fasting and eating six meals a day?,How should I do choose between the two?
123_8,Which is better: intermittent fasting or eating six times a day?,Which is better between the two you mentioned?
123_8,What are the pros and cons of eating six meals a day and intermittent fasting?,What are the pros and cons of each?
123_8,What is the difference between eating only six meals a day and intermittent fasting?,What is the difference between them?
123_8,"Which is better, eating six meals a day or intermittent fasting?",Which is better?
123_9,What other activities can you suggest if you want to spend time with your baby while working out?,What other activities can you suggest if you want to spend time with your baby while working out?
123_9,What are some different ways to spend time with my baby while working out?,What are some different ways to spend time with my baby while working out?
123_9,Can you suggest a workout program that will allow me to spend time with my baby?,Can you suggest a workout program that will allow me to spend time with my baby?
123_9,I am currently trying to spend time with my baby while working out—how do I do it?,I am currently trying to spend time with my baby while working out - how do I do it?
123_9,Any ideas for how to spend time with my baby while working out?,Any ideas for how to spend time with my baby while working out?
123_9,Can I work out and spend time with my baby?,Can I work out and spend time with my baby?
123_9,I just want to spend time with my baby and do some exercises. How can I do that?,I just want to spend time with my baby and do some exercises. How can I do that?
123_9,I would like to spend time with my baby and work out. Do you have any ideas for that?,I would like to spend time with my baby and work out. Do you have any ideas for that?
123_9,I'd like to spend time with my baby and work out at the same time. Do you have any ideas?,I'd like to spend time with my baby and work out at the same time. Do you have any idea?
123_9,How do I spend time with my baby while working out?,How do I spend time with my baby while working out?
124_1,I loved the Jurassic Park movie. How much can we know about the time when dinosaurs first came to the Earth?,I loved the Jurassic Park movie. How much can we know about the time when dinosaurs first came to the Earth?
124_1,I'd love to learn more about dinosaurs. Were there dinosaurs before? When did they first appear?,I'd love to learn more about dinosaurs. Were there dinosaurs before? When did they first appear?
124_1,The Jurassic Park movie got me thinking. Did dinosaurs really exist? Can you tell me more about that?,The Jurassic Park movie got me thinking. Did dinosaurs really exist? Can you tell me more about that?
124_1,I watched Jurassic Park. Can you give me more details about the time when dinosaurs were discovered?,I watched Jurassic Park. Can you give me more details about the time when dinosaurs were discovered?
124_1,"The Jurassic Park movie got me wondering, when did dinosaurs actually exist?","The Jurassic Park movie got me wondering, when did dinosaurs actually exist?"
124_1,When did dinosaurs first appear? I want to learn more about them after watching the Jurassic Park movie.,When did dinosaurs first appear? I want to learn more about them after watching the Jurassic Park movie.
124_1,"Ever since I watched Jurassic Park, I've wanted to learn about dinosaurs. What are some facts about dinosaurs and when they were alive?","Ever since I watched Jurassic Park, I've wanted to learn about dinosaurs. What are some facts about dinosaurs and when they were alive?"
124_1,I love the Jurassic Park movie. What is some real dinosaur information?,I love the Jurassic Park movie. What is some real dinosaur information?
124_1,"After watching Jurassic Park, I got really interested in dinosaurs. How and when did dinosaurs first come to exist?","After watching Jurassic Park, I got really interested in dinosaurs. How and when did dinosaurs first come to exist?"
124_1,"Is it true that dinosaurs once existed, like in the Jurrasic Park movie? If yes, then when did the dinosaurs live, and how did they act?","Is it true that dinosaurs once existed, like in the Jurrasic Park movie? If yes, then when did the dinosaurs live, and how did they act?"
124_1,The Jurassic Park movie has me thinking about dinosaurs more. What happened at the time when dinosaurs were alive?,The Jurassic Park movie has me thinking about dinosaurs more. What happened at the time when dinosaurs were alive?
124_2,What was special about the Mesozoic Era aside from the presence of dinosaurs?,What was special about the era aside from that?
124_2,"Beside the dinosaurs, what else can you tell me about the Mesozoic Era?","Beside that, what else can you tell me about that Era?"
124_2,Was the Mesozoic Era known for something other than the dinosaurs?,Was that Era known for something other than that?
124_2,Can you tell me about something from the Mesozoic Era other than dinosaurs?,Can you tell me something else about that Period?
124_2,What else happened during the Mesozoic Era that is worth knowing aside from the existence of dinosaurs?,What else happened during that Era that's worth knowing?
124_2,What are some interesting facts about the Mesozoic Era besides dinosaurs?,What are some other interesting facts about that Era?
124_2,What were some facts about the Mesozoic Era aside from the presence of dinosaurs?,What were some other facts about that time period?
124_2,What were some other notable features of the Mesozoic era aside from the dinosaurs?,What were some other notable features of the era?
124_3,What is the fossil evidence to support the theory of plate tectonics?,What is the evidence to support the theory?
124_3,What are the latest facts about fossil remains and the theory of plate tectonics?,What are the latest facts about fossils remains and the theory?
124_3,Can you tell me about the theory of plate tectonics and fossil evidence?,Can you tell me about the theory and fossil evidence?
124_3,How are plate tectonics explained by fossil records?,How is the theory explained by fossil record?
124_3,Tell me more about fossil records and the proof of plate tectonics theory.,Tell me more about the fossil records and the proof of the theory?
124_3,What is plate tectonics theory? How are plate tectonics explained by fossil records?,What is the theory? How is it explained by fossil records?
124_3,What are plate tectonics theory and fossil evidence?,What is the theory and its fossil evidence?
124_3,What is plate tectonics theory? Can you tell me more about it and how fossil records relate?,What is that theory? Can you tell me more about it and how fossil records relate?
124_3,What is the importance of fossil evidence to the plate tectonics theory?,What is the importance of fossil evidence to that theory?
